"품목명","단위","등급","가격","산지","친환경구분","입력일"
"[기타양채]로즈","1kg","특(1등)","3100","경남 밀양시","일반","20200130"
"[기타양채]로즈","1kg","특(1등)","5500","경남 밀양시","일반","20200130"
"[기타양채]로즈","1kg","특(1등)","3500","경기 이천시","일반","20200130"
"[기타양채]로즈","1kg","특(1등)","2200","경기 이천시","일반","20200130"
"[기타양채]로즈","1kg","특(1등)","2300","경기 이천시","일반","20200130"
"[기타양채]로즈","1kg","특(1등)","3800","경기 이천시","일반","20200130"
"[기타양채]로즈","1kg","특(1등)","6900","경기 이천시","일반","20200130"
"[기타양채]로즈","1kg","특(1등)","3100","경기 이천시","일반","20200130"
"[기타양채]로즈","1kg","특(1등)","6200","경기 이천시","일반","20200130"
"[기타양채]로즈","1kg","특(1등)","4400","경기 이천시","일반","20200130"
"[기타양채]로즈","1kg","특(1등)","6300","경기 이천시","일반","20200130"
"[기타양채]로즈","1kg","특(1등)","6500","서울","일반","20200130"
"[기타양채]로즈","1kg","특(1등)","3900","충북 음성군","일반","20200130"
"[기타양채]로즈","1kg","특(1등)","5900","서울","일반","20200130"
"[기타양채]로메인","2kg","특(1등)","3300","경기 양평군","일반","20200130"
"[기타양채]로메인","2kg","특(1등)","3500","경기 양평군","일반","20200130"
"[기타양채]로메인","2kg","특(1등)","2000","경기 용인시","일반","20200130"
"[기타양채]로메인","2kg","특(1등)","2400","경기 용인시","일반","20200130"
"[기타양채]로메인","2kg","특(1등)","2500","경기 용인시","일반","20200130"
"[기타양채]로메인","2kg","특(1등)","2300","경기 양평군","일반","20200130"
"[기타양채]로메인","2kg","특(1등)","3100","경기 양평군","일반","20200130"
"[기타양채]로메인","2kg","특(1등)","2600","경기 양평군","일반","20200130"
"[기타양채]로메인","2kg","특(1등)","3500","경기 안성시","일반","20200130"
"[기타양채]로메인","2kg","특(1등)","3600","경기 안성시","일반","20200130"
"[기타양채]로메인","2kg","특(1등)","3700","경기 안성시","일반","20200130"
"[기타양채]로메인","2kg","특(1등)","3000","경기 광주시","일반","20200130"
"[기타양채]로메인","2kg","특(1등)","2800","경기 성남시","일반","20200130"
"[기타양채]로메인","2kg","특(1등)","3800","경기 안성시","일반","20200130"
"[기타양채]로메인","2kg","특(1등)","3100","경기 성남시","일반","20200130"
"[기타양채]로메인","2kg","특(1등)","3300","경기 성남시","일반","20200130"
"[기타양채]로메인","2kg","특(1등)","2300","경기 광주시","일반","20200130"
"[기타양채]로메인","2kg","특(1등)","2700","경기 광주시","일반","20200130"
"[기타양채]로메인","2kg","특(1등)","3400","경기 광주시","일반","20200130"
"[기타양채]로메인","2kg","특(1등)","3500","경기 광주시","일반","20200130"
"[기타양채]로메인","2kg","특(1등)","2500","경기 광주시","일반","20200130"
"[기타양채]로메인","2kg","특(1등)","2000","경기 구리시","일반","20200130"
"[기타양채]로메인","2kg","특(1등)","2900","경기 이천시","일반","20200130"
"[기타양채]로메인","2kg","특(1등)","3000","경기 이천시","일반","20200130"
"[기타양채]로메인","2kg","특(1등)","2500","경기 이천시","일반","20200130"
"[기타양채]로메인","2kg","특(1등)","1800","경기 이천시","일반","20200130"
"[기타양채]로메인","2kg","특(1등)","2300","경기 이천시","일반","20200130"
"[기타양채]로메인","2kg","특(1등)","4200","경기 이천시","일반","20200130"
"[기타양채]로메인","2kg","특(1등)","4000","경기 이천시","일반","20200130"
"[기타양채]로메인","2kg","특(1등)","2600","경기 이천시","일반","20200130"
"[기타양채]로메인","2kg","특(1등)","3600","경기 이천시","일반","20200130"
"[기타양채]로메인","2kg","특(1등)","1900","경기 용인시","일반","20200130"
"[기타양채]로메인","2kg","특(1등)","4500","경기 이천시","일반","20200130"
"[기타양채]로메인","2kg","특(1등)","4600","경기 이천시","일반","20200130"
"[기타양채]로메인","2kg","특(1등)","4800","경기 이천시","일반","20200130"
"[기타양채]로메인","2kg","특(1등)","4700","경기 이천시","일반","20200130"
"[기타양채]로메인","2kg","특(1등)","2100","경기 용인시","일반","20200130"
"[기타양채]로메인","2kg","특(1등)","2200","경기 용인시","일반","20200130"
"[기타양채]로메인","2kg","특(1등)","2300","경기 용인시","일반","20200130"
"[기타양채]로메인","2kg","특(1등)","2200","경기 이천시","일반","20200130"
"[기타양채]로메인","2kg","특(1등)","2200","경기 여주시","일반","20200130"
"[기타양채]로메인","2kg","특(1등)","2100","경기 여주시","일반","20200130"
"[기타양채]로메인","2kg","특(1등)","3100","서울 송파구","일반","20200130"
"[기타양채]로메인","2kg","특(1등)","3900","서울 송파구","일반","20200130"
"[기타양채]로메인","2kg","특(1등)","4000","경기 여주시","일반","20200130"
"[기타양채]로메인","2kg","특(1등)","5500","경기 여주시","일반","20200130"
"[기타양채]로메인","2kg","특(1등)","2500","경기 양평군","일반","20200130"
"[기타양채]로메인","2kg","특(1등)","3000","경기 양평군","일반","20200130"
"[기타양채]로메인","2kg","특(1등)","3200","경기 양평군","일반","20200130"
"[기타양채]로메인","2kg","특(1등)","2200","경기 양평군","일반","20200130"
"[기타양채]라디초","4kg","특(1등)","13500","충북 괴산군","일반","20200130"
"[기타양채]라디초","4kg","특(1등)","8900","충북 제천시","일반","20200130"
"[기타양채]라디초","4kg","특(1등)","23900","충북 제천시","일반","20200130"
"[기타양채]라디초","4kg","특(1등)","14000","충북 제천시","일반","20200130"
"[기타양채]라디초","4kg","특(1등)","18500","충북 제천시","일반","20200130"
"[기타양채]라디초","4kg","특(1등)","24100","충북 제천시","일반","20200130"
"[기타양채]라디초","4kg","특(1등)","23500","충북 제천시","일반","20200130"
"[기타양채]라디초","4kg","특(1등)","26000","충북 제천시","일반","20200130"
"[기타양채]라디초","4kg","특(1등)","7600","충북 제천시","일반","20200130"
"[기타양채]라디초","4kg","특(1등)","20000","충북 제천시","일반","20200130"
"[기타양채]라디초","4kg","특(1등)","19000","충북 제천시","일반","20200130"
"[기타양채]라디초","4kg","특(1등)","25500","충북 제천시","일반","20200130"
"[기타양채]라디초","4kg","특(1등)","13000","충북 제천시","일반","20200130"
"[기타양채]라디초","4kg","특(1등)","7300","충북 제천시","일반","20200130"
"[기타양채]라디초","4kg","특(1등)","14900","충북 제천시","일반","20200130"
"[기타양채]라디초","4kg","특(1등)","29000","충북 제천시","일반","20200130"
"[기타양채]라디초","4kg","특(1등)","10200","충북 제천시","일반","20200130"
"[기타양채]라디초","4kg","특(1등)","16600","충북 제천시","일반","20200130"
"[기타양채]라디초","4kg","특(1등)","18900","충북 제천시","일반","20200130"
"[기타양채]라디초","4kg","특(1등)","13500","충북 제천시","일반","20200130"
"[기타양채]라디초","4kg","특(1등)","15000","충북 제천시","일반","20200130"
"[기타양채]라디초","4kg","특(1등)","20500","충북 제천시","일반","20200130"
"[기타양채]라디초","4kg","특(1등)","21500","충북 제천시","일반","20200130"
"[기타양채]라디초","4kg","특(1등)","20000","충북 괴산군","일반","20200130"
"[기타양채]라데치오(국산)","4kg","특(1등)","10500","충북 제천시","일반","20200130"
"[기타양채]라데치오(국산)","4kg","특(1등)","16500","충북 제천시","일반","20200130"
"[기타양채]라데치오(국산)","4kg","특(1등)","26000","충북 제천시","일반","20200130"
"[기타양채]라데치오(국산)","4kg","특(1등)","23500","충북 제천시","일반","20200130"
"[기타양채]라데치오(국산)","4kg","특(1등)","25500","충북 제천시","일반","20200130"
"[기타양채]라데치오(국산)","4kg","특(1등)","24500","충북 제천시","일반","20200130"
"[기타양채]라데치오(국산)","4kg","특(1등)","22000","충북 제천시","일반","20200130"
"[기타양채]라데치오(국산)","4kg","특(1등)","17500","충북 제천시","일반","20200130"
"[기타양채]라데치오(국산)","4kg","특(1등)","27000","충북 제천시","일반","20200130"
"[기타양채]라데치오(국산)","4kg","특(1등)","8000","충북 제천시","일반","20200130"
"[기타양채]라데치오(국산)","4kg","특(1등)","13000","충북 제천시","일반","20200130"
"[기타양채]라데치오(국산)","4kg","특(1등)","12000","충북 제천시","일반","20200130"
"[기타양채]라데치오(국산)","4kg","특(1등)","12500","충북 제천시","일반","20200130"
"[기타양채]라데치오(국산)","4kg","특(1등)","15000","충북 제천시","일반","20200130"
"[기타양채]라데치오(국산)","4kg","특(1등)","10000","충북 제천시","일반","20200130"
"[기타양채]라데치오(국산)","4kg","특(1등)","21500","충북 제천시","일반","20200130"
"[기타양채]라데치오(국산)","4kg","특(1등)","3500","충북 제천시","일반","20200130"
"[기타양채]라데치오(국산)","4kg","특(1등)","19000","충북 제천시","일반","20200130"
"[기타양채]당귀","1kg","특(1등)","13200","경기 남양주시","일반","20200130"
"[기타양채]당귀","1kg","특(1등)","11500","경기 남양주시","일반","20200130"
"[기타양채]당귀","1kg","특(1등)","12800","경기 남양주시","일반","20200130"
"[기타양채]당귀","1kg","특(1등)","10800","경기 남양주시","일반","20200130"
"[기타양채]당귀","1kg","특(1등)","10600","경기 남양주시","일반","20200130"
"[기타양채]당귀","1kg","특(1등)","10500","경기 남양주시","일반","20200130"
"[기타양채]당귀","1kg","특(1등)","10100","충북 괴산군","일반","20200130"
"[기타양채]당귀","1kg","특(1등)","10400","충북 괴산군","일반","20200130"
"[기타양채]당귀","1kg","특(1등)","15000","충북 진천군","일반","20200130"
"[기타양채]당귀","1kg","특(1등)","10000","충북 진천군","일반","20200130"
"[기타양채]당귀","1kg","특(1등)","10000","경기 남양주시","일반","20200130"
"[기타양채]당귀","1kg","특(1등)","10200","경기 남양주시","일반","20200130"
"[기타양채]당귀","1kg","특(1등)","10300","경기 남양주시","일반","20200130"
"[기타양채]당귀","1kg","특(1등)","9600","경기 남양주시","일반","20200130"
"[기타양채]당귀","1kg","특(1등)","10500","경기 구리시","일반","20200130"
"[기타양채]당귀","1kg","특(1등)","13000","경기 구리시","일반","20200130"
"[기타양채]당귀","1kg","특(1등)","12300","경기 구리시","일반","20200130"
"[기타양채]당귀","1kg","특(1등)","8900","경기 남양주시","일반","20200130"
"[기타양채]당귀","1kg","특(1등)","12200","경기 남양주시","일반","20200130"
"[기타양채]당귀","1kg","특(1등)","16500","경기 양평군","일반","20200130"
"[기타양채]당귀","1kg","특(1등)","16900","경기 양평군","일반","20200130"
"[기타양채]당귀","1kg","특(1등)","19200","경기 양평군","일반","20200130"
"[기타양채]당귀","1kg","특(1등)","10900","경기 여주시","일반","20200130"
"[기타양채]당귀","1kg","특(1등)","10000","경기 여주시","일반","20200130"
"[기타양채]당귀","1kg","특(1등)","9900","경기 여주시","일반","20200130"
"[기타양채]당귀","1kg","특(1등)","13100","경기 남양주시","일반","20200130"
"[기타양채]당귀","1kg","특(1등)","13700","경기 남양주시","일반","20200130"
"[기타양채]당귀","1kg","특(1등)","14200","경기 남양주시","일반","20200130"
"[기타양채]당귀","1kg","특(1등)","11000","경기 남양주시","일반","20200130"
"[기타양채]당귀","1kg","특(1등)","11300","경기 남양주시","일반","20200130"
"[기타양채]당귀","1kg","특(1등)","10100","경기 남양주시","일반","20200130"
